gene,gene_betweeness,gene_degree,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC
ACSF2,5.35E-07,4,200,1.91E-06,0.48033,0.02295402,23,50.7027,92.62162,0.5896566,103.0295,11.37049,56.24252
ACSL1,2.97E-06,5,515,1.85E-06,0.43008,0.02951392,7,49.2973,97.13514,0.8741021,151.823,23.26557,44.83998
ACSL3,2.21E-05,20,361,2.70E-06,0.41059,0.01438281,6,46.83784,96.94595,0.8857891,106.1574,8.695082,37.35251
ACSL4,6.24E-05,15,,2.86E-06,0.38946,0.0442506,4,30.91892,79.10811,0.9190175,138.9443,17.87213,37.39569
ACSL6,0,2,484,1.88E-06,0.420145,0.02475284,7,44.97297,92.18919,0.8607245,112.1246,12.65246,50.91121
ACSM3,0,1,580,3.19E-06,0.40143,0.02289577,13,53.21622,99.75676,0.1884333,124.5836,13.40656,42.91279
ACSM5,0,1,823,3.37E-06,0.4449,0.005616945,13,49.72973,96.91892,0.8749266,140.9377,19.88852,50.69779
ACSS1,2.33E-07,2,563,3.56E-06,0.482835,-0.01837398,5,50.86486,90.2973,0.8883764,103.9311,11.65574,55.68085
ACSS2,3.12E-08,4,205,2.21E-06,0.44555,0.04403839,12,56.40541,96.02703,0.8934196,175.3869,28.73443,51.00922
ACSS3,0,1,1037,4.89E-06,0.35614,-0.02013287,6,43.72973,92.05405,0.8899359,107.777,9.108197,38.99683
ACTA1,0.00107713,109,361,2.78E-06,0.45144,0.02946144,11,33.32432,61.81081,0.9769524,108.8033,9.245902,62.11298
ACTA2,0.000424726,79,267,1.88E-06,0.38763,0.02957654,10,49.18919,97.48649,0.8368599,122.1803,12.59016,48.85457
ACTB,0.003320234,228,195,3.00E-06,0.55276,0.03384876,11,51.32432,86.83784,0.952655,154.4197,23.27541,57.97804
ACTBL2,8.23E-05,32,456,2.49E-06,0.40511,0.003001401,5,49.16216,97.37838,0.9756696,94.28197,4.12459,51.25169
ACTC1,2.82E-05,30,306,2.87E-06,0.41201,-0.000524683,15,48.10811,95.91892,0.9189737,145.3869,19.44918,50.5939
ACTG2,7.61E-06,14,284,2.15E-06,0.43021,0.04470368,17,57.40541,98.83784,0.8837752,99.45246,5.711475,51.018
ACTL6A,0.000374839,99,477,4.65E-06,0.404525,0.01141892,8,58.62162,92.27027,0.8731236,189.0262,32.2623,38.09256
ACTL6B,3.83E-05,18,247,3.11E-06,0.54917,0.05995657,42,43.59459,85.7027,0.8810431,83.13443,5.921311,60.02297
ACTL7A,7.14E-07,2,471,2.24E-06,0.42877,0.009085575,4,49.48649,96.21622,0.9906981,97.8918,5.727869,56.02533
ACTL7B,0,1,471,2.24E-06,0.42877,0.009085575,4,42.40541,78.97297,0.9908943,122.977,11.47869,62.11182
ACTL8,0,1,416,2.62E-06,0.515485,0.02650356,12,44.08108,88.97297,0.9024963,97.62295,7.016393,59.00805
ACTN1,0.000688856,110,344,1.92E-06,0.48847,0.04399107,4,44.94595,90.24324,0.8190596,105.659,8.537705,57.578
ACTN2,0.000246355,62,682,4.51E-06,0.417575,-0.009612596,8,50.86486,94.45946,0.8713934,116.3672,12.18689,50.29025
ACTN3,2.42E-05,20,194,1.94E-06,0.52337,0.06160982,47,44.08108,87.32432,0.8729842,71.99672,6.914754,58.91736
ACTN4,0.000414501,91,322,2.38E-06,0.526205,0.03581888,20,48.48649,84.40541,0.8467091,86.44918,6.619672,59.62444
ACTR10,1.25E-05,20,545,2.99E-06,0.402705,0.02105783,7,39.86486,83.08108,0.8792091,134.3148,19.52787,35.53145
ACTR1A,0.000201567,48,178,1.70E-06,0.5397,0.04122774,24,48,93.89189,0.8697285,149.9836,24.00656,51.97961
ACTR1B,0.000147012,43,520,2.99E-06,0.41028,0.02546741,14,48,87.83784,0.9059775,130.4721,19.54754,59.98469
ACTR2,0.000354088,79,343,2.25E-06,0.4332,0.03084528,7,52.83784,95.08108,0.8817785,146.9377,24.13115,37.99734
ACTR3,8.21E-05,63,629,5.02E-06,0.40288,0.01486978,13,42.51351,89.86486,0.8489643,100.9508,7.554098,36.26857
ACTR3B,0.000105639,15,535,5.53E-06,0.44273,0.005309592,5,50.37838,92.75676,0.8238822,131.5311,19.33115,43.58503
ACTR5,1.33E-05,18,551,3.15E-06,0.477535,0.03489644,13,53.43243,91.16216,0.9058987,100.7607,10.60328,46.0641
ACTR6,3.92E-06,15,650,4.09E-06,0.41498,0.009350944,7,46.43243,92.86486,0.9129656,121.3016,10.84262,32.878
ACTR8,0.000122794,22,552,2.61E-06,0.43735,0.03855432,10,47.56757,95.75676,0.8933905,144.0328,19.18361,43.00621
ACVR1,0.000640911,68,935,2.42E-06,0.3908333,0.001722014,5,54.83784,98.86486,0.8704573,113.0131,10.03607,43.75677
ACVR1B,0.000429588,36,371,2.17E-06,0.49525,0.02732437,16,53.56757,94.05405,0.9026309,126.823,15.07213,50.15462
ACVR1C,0,1,911,2.55E-06,0.374095,0.007467041,4,46.97297,93.13514,0.9002304,139.3148,18.19672,39.64344
ACVR2A,4.89E-05,22,951,2.80E-06,0.37016,-0.001911835,2,45.37838,92.32432,0.9066268,160.6066,23.91475,38.98794
ACVR2B,0.000183091,27,514,2.13E-06,0.448865,0.02776,14,40.81081,84.48649,0.8767187,111.1902,16.71803,56.09049
ACVRL1,4.99E-05,15,371,2.17E-06,0.49525,0.02732437,16,44.21622,84.67568,0.8804485,60.30492,1.285246,59.81823
ACY1,0.000129001,21,224,1.72E-06,0.53508,0.03603107,21,43.40541,89.05405,0.9414589,119.5443,16.85574,57.09706
ACY3,0.000123538,16,424,3.88E-06,0.5245,0.05968407,33,45.45946,86.40541,0.8723973,97.64918,12.32459,60.0603
ACYP1,0,1,222,1.94E-06,0.42548,0.04665903,21,51.86486,99.21622,0.896286,146.3967,29.36393,41.75458
ACYP2,1.28E-07,2,448,1.95E-06,0.3961767,0.01126772,8,50.91892,91.7027,0.1530891,65.37377,0.6491803,38.80196
ADA,9.66E-05,16,171,2.40E-06,0.44361,0.04225029,13,66.10811,93.67568,0.8727716,99.64262,10.12131,56.15989
ADAD2,0,1,364,2.26E-06,0.49653,0.01169003,12,41.05405,72.72973,0.9458181,66.05574,4.881967,63.96517
ADAL,3.14E-07,3,415,2.14E-06,0.44318,0.04997467,19,51.54054,98.08108,0.8618328,116.7967,9.252459,37.40849
ADAM10,0.000157821,18,386,2.33E-06,0.40971,0.03075602,6,44.81081,92.7027,0.7473472,103.5607,7.32459,36.10338
ADAM11,1.75E-07,2,175,2.30E-06,0.479,0.03090888,29,43.08108,83.2973,0.9069115,105.082,11.7377,61.99101
ADAM12,2.04E-06,5,485,3.74E-06,0.43295,-0.02854688,8,49.18919,93.32432,0.8289409,118.9344,15.12787,48.92885
ADAM15,7.29E-05,31,214,2.39E-06,0.54898,0.04370952,28,47.86486,91.51351,0.9033885,112.8951,12.50492,58.85301
ADAM17,2.46E-05,11,278,1.97E-06,0.43701,0.03816832,8,54.02703,95.89189,0.88216,124.3574,14.18361,40.00821
ADAM19,9.93E-08,3,1079,2.84E-06,0.44323,0.0452478,11,45.72973,93.24324,0.858382,103.4426,11.86557,51.97394
ADAM2,5.54E-07,3,576,3.72E-06,0.33908,-0.002041815,8,41.54054,85.54054,0.8900362,109.4787,9.180328,34.1726
ADAM20,0,1,706,2.81E-06,0.40046,0.02551989,9,56.21622,99.08108,0.9862709,176.377,26.56393,44.86922
ADAM22,2.32E-05,7,722,4.59E-06,0.372875,0.01737493,9,48.89189,94.10811,0.8300243,110.859,10.36393,38.00639
ADAM23,0,1,726,3.35E-06,0.39234,0.01578371,8,47.86486,92.83784,0.8381113,110.7213,12.12787,40.97798
ADAM33,1.50E-05,4,353,2.28E-06,0.43502,0.03187171,22,44.05405,77.24324,0.9176407,71.72787,7.744262,61.02089
ADAM8,0,1,452,4.39E-06,0.57912,-0.01156373,13,38.2973,68.59459,0.8816274,44.80984,1.422951,63.65835
ADAM9,2.56E-05,13,428,2.87E-06,0.42105,0.02224406,15,47.67568,93.43243,0.8573861,146.6393,18.33115,37.93824
ADAMTS1,2.28E-05,13,441,4.44E-06,0.39122,-0.07243154,4,49.37838,91.45946,0.9452584,92.22295,8.577049,46.44525
ADAMTS10,1.90E-06,7,214,3.43E-06,0.53963,-0.01448048,30,40.56757,76.64865,0.9240606,83.05574,6.993443,60.74744
ADAMTS12,4.92E-06,10,875,5.37E-06,0.4064425,0.007060176,2,61.75676,98.24324,0.9063917,158.6984,24.42951,49.11097
ADAMTS2,7.02E-06,9,677,3.40E-06,0.5026333,-0.004216437,10,39.40541,75.48649,0.8308641,93.01639,11.21311,60.08344
ADAMTS4,1.26E-06,3,234,3.35E-06,0.48423,0.03749509,34,50.43243,92.32432,0.9349342,132.6689,16.6918,58.80848
ADAMTS6,1.95E-06,2,480,2.55E-06,0.3713075,0.004585021,5,43.10811,94.05405,0.8473734,109.423,10.01311,41.07976
ADAMTSL2,0,1,315,2.44E-06,0.56856,0.03524813,26,29.75676,59.18919,0.8719597,66.81639,7.645902,60.9671
ADAMTSL3,2.29E-06,6,888,3.88E-06,0.400134,-0.006564534,9,51.13514,97.45946,0.8703289,117.1508,13.44918,46.10394
ADAMTSL4,0.000588745,107,152,2.75E-06,0.49927,0.03127347,32,46.13514,89.91892,0.941587,119.7672,15.35738,60.09782
ADAMTSL5,7.47E-06,4,221,2.37E-06,0.59495,0.03479474,47,37.83784,71.78378,0.8992139,39.76393,1.219672,64.99868
ADAP1,5.47E-05,16,310,3.35E-06,0.54199,0.04053938,7,40.91892,67.02703,0.7783324,67.57377,6.455738,63.10392
ADAP2,2.08E-05,11,209,2.24E-06,0.4287,0.0196519,13,49.51351,92.48649,0.8395229,108.6361,12.72787,51.22644
ADAR,2.77E-05,39,403,2.63E-06,0.454685,0.03639176,30,56.86486,97.21622,0.9343328,166.2885,26.82623,49.98886
ADARB1,9.81E-06,20,250,3.12E-06,0.5034767,0.04181516,30,46.24324,96.13514,0.8851816,119.5115,13.81967,51.20784
ADARB2,2.32E-07,5,633,4.74E-06,0.4795883,0.007610472,7,39.72973,74.02703,0.6464081,53.90492,2.695082,58.83988
ADAT1,1.95E-06,3,354,3.33E-06,0.46353,0.0182845,19,55.91892,97.45946,0.8740373,167.9344,24.19344,47.03033
ADAT2,1.44E-05,3,495,2.19E-06,0.39773,0.006618702,4,53.13514,94.67568,0.7729317,128.1311,16.12131,47.68833
ADCK1,8.32E-06,6,517,2.85E-06,0.4540733,0.02365163,19,50.97297,96.91892,0.8522717,137.2951,17.62623,55.10317
ADCK2,0,1,567,2.93E-06,0.47021,0.03793257,10,48.86486,92.75676,0.8972408,132.9574,17.11803,54.92092
ADCK3,0.000125982,13,481,2.52E-06,0.47963,0.004611321,10,44.67568,87.56757,0.8661912,83.4623,6.445902,60.42132
ADCK4,2.95E-07,3,201,2.52E-06,0.5249,0.03070265,28,50.08108,92.16216,0.8952339,90.38361,7.022951,59.10727
ADCK5,1.29E-05,5,200,3.53E-06,0.59055,0.03179561,37,43.21622,70.08108,0.9477174,43.2,1.432787,62.51493
ADCY2,0,1,1014,6.40E-06,0.4094667,-0.02240048,2,57.24324,93.16216,0.8496237,152.2557,23.61967,45.05885
ADCY3,8.65E-06,4,296,1.79E-06,0.46749,0.03719259,15,48.62162,90.16216,0.8868412,115.1607,13.60328,57.99004
ADCY4,0,1,173,2.22E-06,0.506665,0.03896115,42,50.21622,92.45946,0.9116983,81.66557,5.331148,57.00789
ADCY5,0.000632272,14,458,2.47E-06,0.48012,0.04249693,14,49.86486,87.83784,0.8687395,102.5508,11.92131,58.55859
ADCY6,4.16E-05,8,328,2.48E-06,0.43098,0.03833591,18,49.89189,91.64865,0.9386042,101.5607,10.70164,56.87713
ADCY7,2.28E-07,3,520,2.37E-06,0.50928,0.02140371,7,43.78378,86.27027,0.8591795,96.74098,9.059016,59.32451
ADCY8,4.54E-07,2,771,6.70E-06,0.407665,-0.007007699,2,58.35135,93.83784,0.8843316,121.6754,16.48525,48.67007
ADCY9,1.10E-05,8,140,1.71E-06,0.471455,0.01876397,24,43.91892,90.40541,0.926343,127.9967,16.07869,54.26109
ADCYAP1,0.000176633,21,531,4.76E-06,0.42432,-0.01342358,10,35.40541,58.45946,0.8725216,106.4,16.85246,57.152
ADCYAP1R1,0,1,631,3.73E-06,0.501915,0.007132637,11,54.94595,95.94595,0.822036,123.3115,14.98033,52.86218
ADD1,0.000121593,28,264,1.87E-06,0.511155,0.04480854,13,47.56757,95.27027,0.8749878,146.2033,21.56721,48.81059
ADD2,1.75E-05,7,592,2.30E-06,0.43442,0.02388935,13,53.21622,96.72973,0.8846391,127.5246,15.91803,55.87512
ADD3,2.77E-05,12,424,3.04E-06,0.40882,0.003179029,2,49.64865,97.78378,0.8996409,126.8951,13.28525,38.99968
ADH1A,2.97E-08,2,786,2.32E-06,0.38286,0.002662071,10,48.59459,96.48649,0.9255149,198.8426,32.48197,44.20669
ADH1B,7.03E-05,7,854,2.34E-06,0.37843,0.007953384,10,47.27027,96.54054,0.9274988,181.3148,29.01967,45.10305
ADH1C,1.25E-08,2,854,2.34E-06,0.37843,0.007953384,10,46.78378,94.56757,0.9203465,212.9082,37.6623,44.22764
ADH4,6.14E-07,3,760,2.27E-06,0.39318,0.000834666,6,42.32432,94.54054,0.9002196,96.82623,5.672131,39.94298
ADH5,0.000143904,19,549,2.25E-06,0.400845,0.01100158,6,46.72973,94.32432,0.9122967,101.9311,14.74754,44.26997
ADH6,1.35E-06,8,786,2.30E-06,0.38729,-0.002629241,8,47.54054,96.81081,0.9288268,159.6164,19.50492,41.3466
ADH7,0,4,854,2.40E-06,0.3783,0.01164734,10,46,96.91892,0.9198529,111.8459,12.12787,40.87536
ADHFE1,5.77E-07,2,268,3.31E-06,0.40876,0.01234367,8,55.02703,95.40541,0.8760153,177.4328,33.13115,44.44932
ADI1,2.81E-05,17,390,4.13E-06,0.4955807,0.01554832,4,47.86486,85.16216,0.8812647,75.27213,4.213115,45.26274
ADIPOQ,3.14E-06,6,384,2.76E-06,0.44514,0.02513656,13,72.89189,99.43243,0.9216364,150.1246,21.31148,50.50387
ADIPOR1,3.83E-05,11,389,2.26E-06,0.43195,0.03032769,14,56.54054,99.56757,0.9001835,120.2689,13.4459,48.7884
ADIPOR2,2.23E-07,3,403,2.92E-06,0.43088,0.02941512,6,54.2973,98.67568,0.8256376,179.9541,30.47869,43.13479
ADIRF,2.50E-08,2,164,2.55E-06,0.45993,0.04457453,10,41.54054,75.21622,0.7877514,26.11148,0,61.03297
ADK,0.000188793,15,598,1.83E-06,0.3790317,0.0397181,16,41.37838,83.08108,0.5542879,100.9934,13.02295,38.205
ADM,0,1,273,2.16E-06,0.41124,0.01159981,6,43.40541,86.94595,0.9210058,63.33443,0.5540984,62.00994
ADNP,4.30E-05,31,367,2.46E-06,0.47382,0.03631808,12,64.62162,99.81081,0.8867244,214.4525,43.07541,42.09113
ADO,5.40E-08,2,852,2.99E-06,0.4057,0.03197044,5,33.27027,53.62162,0.9691558,17.43934,0,67.97994
ADORA1,9.13E-06,7,453,2.33E-06,0.487165,0.03682687,17,47,91.13514,0.9237537,152.2262,21.9082,60.05142
ADORA2A,0.000221413,9,186,3.10E-06,0.47891,0.05431582,24,47.48649,87.51351,0.9661731,163.918,27.78361,58.99325
ADORA2B,3.22E-06,4,350,3.05E-06,0.4482,-0.03345436,10,45.13514,84.56757,0.9240635,104.9541,12.79016,50.07072
ADORA3,4.16E-06,12,330,2.40E-06,0.414755,0.02739502,15,51.62162,98.45946,0.8469048,98.56066,8.347541,48.2855
ADPGK,5.33E-06,7,526,2.31E-06,0.42524,0.04255108,13,51.59459,92.27027,0.8245201,103.4131,10.59344,47.96237
ADPRH,1.64E-06,4,595,3.10E-06,0.419825,0.04000368,13,59.48649,98.78378,0.9452341,180.0656,29.6623,51.39197
ADPRHL2,4.58E-06,10,282,2.01E-06,0.401,0.02710964,14,48.24324,88.86486,0.9178786,90.6459,6.888525,56.78875
ADRA1B,2.81E-07,2,458,2.67E-06,0.43736,0.03107486,5,32.08108,64.51351,0.7866236,113.0033,15.28525,55.7663
ADRA1D,3.96E-05,13,428,2.77E-06,0.49167,0.01381275,16,33.54054,58.56757,0.8596939,31.12131,0.2754098,64.48622
ADRA2A,3.60E-06,9,547,2.86E-06,0.39226,-0.000710952,8,25.24324,44.72973,0.9418674,56.51148,5.488525,60.15767
ADRA2B,5.38E-08,3,366,3.25E-06,0.47857,0.04089958,10,46.05405,77.37838,0.9542693,38.54754,0.07213115,63.09544
ADRA2C,5.38E-08,3,592,4.42E-06,0.55433,0.03623706,12,24.48649,49.40541,0.9713354,30.42295,0,62.91103
ADRB1,8.66E-06,8,502,1.77E-06,0.42819,0.02496802,9,17.24324,30.67568,0.9519076,49.34426,3.242623,65.59607
ADRB2,0.002849287,243,408,2.10E-06,0.4164,0.02241467,9,46.54054,91.48649,0.9904561,133.0066,16.2623,52.01656
ADRB3,9.64E-08,2,356,2.36E-06,0.47857,0.02504319,9,44.10811,62.27027,0.8864042,17.53115,0.03278689,62.26231
ADRBK1,0.0002666,46,177,2.96E-06,0.47087,0.04390302,29,45.21622,84.51351,0.8748598,110.8459,12.56066,60.98311
ADRBK2,3.99E-06,7,580,3.20E-06,0.4279,-0.01282032,8,51.08108,95.43243,0.6559178,130.8164,13.36721,42.17371
ADRM1,0.000157227,64,252,3.43E-06,0.54717,0.00938744,10,47.2973,83.48649,0.8909373,83.55082,8.967213,61.00587
ADSL,0.000101806,49,427,2.30E-06,0.4352,0.04659515,12,53.94595,95.10811,0.8650746,143.2131,21.07869,45.03976
ADSS,4.51E-05,40,534,3.60E-06,0.41779,0.002229515,5,50.35135,93.10811,0.8413596,105.6557,10.33443,34.74746
ADSSL1,4.74E-08,2,208,2.70E-06,0.57111,0.02874897,12,40.91892,82.78378,0.8756055,94.32787,9.977049,57.81984
ADTRP,0,1,372,2.35E-06,0.41676,0.02445358,9,55.27027,99.37838,0.8479709,166.6393,27.97377,44.09498
AEBP1,0,1,282,2.79E-06,0.53555,0.05565149,15,44.43243,81.18919,0.9565003,84.13443,8.02623,60.98566
AEBP2,3.03E-05,19,339,3.47E-06,0.41967,-0.02087062,5,47.64865,88.86486,0.2792449,33.49508,0.01311475,42.92941
AEN,3.10E-05,33,605,3.80E-06,0.43743,0.01429929,6,46.35135,89,0.9201421,92.66885,11.19672,60.98251
AES,0.001097106,141,195,2.70E-06,0.53265,0.02975757,29,36.89189,71.62162,0.8105092,96.14098,12.45246,60.5707
AFAP1,3.36E-06,11,260,2.43E-06,0.49658,0.03797975,7,46.13514,95.59459,0.8504104,118.9213,13.91148,49.18942
AFAP1L1,4.34E-08,2,380,1.68E-06,0.455995,0.02492486,7,45.7027,89.97297,0.8556595,73.65574,4.737705,54.99995
AFAP1L2,8.10E-06,7,299,1.78E-06,0.4588524,0.00624224,12,45.48649,90.54054,0.8632931,104.4262,11.69508,54.9572
AFF1,2.43E-05,30,518,2.05E-06,0.4174933,0.04844264,5,48.05405,94.40541,0.8529312,129.1049,17.3377,47.74163
AFF3,0,2,868,3.10E-06,0.4161671,0.0117744,12,50.16216,89.78378,0.8487397,135.1541,20.42951,49.06385
AFF4,5.31E-05,30,200,1.66E-06,0.43368,0.06597732,22,46.81081,96.32432,0.8775932,130.6328,14.97377,41.974
AFG3L2,3.30E-05,33,214,2.72E-06,0.47957,0.02642569,7,53.64865,95.45946,0.8832583,125.1115,14.70164,43.09008
AFMID,1.29E-05,5,191,2.29E-06,0.522175,0.02568018,9,48.91892,93.21622,0.8749588,99.58361,10.60656,55.09536
AFP,4.41E-06,11,594,2.57E-06,0.35903,0.003248168,6,48.81081,95.86486,0.8869645,85.46885,3.537705,38.36443
AFTPH,1.05E-06,5,332,2.02E-06,0.41625,0.021427,7,58.2973,98.21622,0.9317707,167.4426,25.31148,39.08404
AGA,4.64E-06,9,837,5.30E-06,0.38858,-0.007564242,3,43.83784,91.35135,0.8743672,139.1672,24.12131,41.40694
AGAP1,8.85E-06,7,614,2.37E-06,0.4717986,0.003053796,2,46.51351,88.83784,0.777716,120.2984,14.21967,53.08744
AGAP11,0,1,164,2.55E-06,0.45993,0.04457453,10,47.10811,93.13514,0.7871222,292.0525,66.3541,50.06096
AGAP2,0.000113328,8,344,2.39E-06,0.46755,0.03909095,39,45.18919,83.86486,0.9163914,122.3508,20.04262,55.03776
AGAP3,1.67E-06,5,337,2.65E-06,0.574745,0.03947727,29,43.48649,83.10811,0.8913913,109.482,11.7541,60.70894
AGAP4,2.85E-07,2,,1.10E-05,0.42676,0.03399381,11,31.51351,75.86486,0.9173774,263.3574,58.08525,50.18789
AGBL2,1.29E-08,3,155,2.34E-06,0.459955,0.0232166,24,52.67568,96.83784,0.8907838,139.1803,17.57049,41.30586
AGBL5,1.86E-06,2,290,1.98E-06,0.46866,0.03403647,18,55.45946,98.81081,0.9121644,188.0426,33.42951,52.98515
AGER,9.30E-06,7,392,2.46E-06,0.51762,0.02761448,64,50.62162,96.81081,0.9597768,177.7705,30.25574,57.01661
AGFG1,0.000154931,34,353,3.40E-06,0.399835,0.02318331,7,42.27027,85.43243,0.8804325,122.0689,10.9541,40.93413
AGFG2,1.47E-05,6,242,3.08E-06,0.50946,0.05996234,39,48.7027,91.02703,0.8635889,142.3213,21.93115,53.66634
AGGF1,3.05E-05,17,333,2.78E-06,0.41326,0.03010758,9,42.51351,92.35135,0.9008676,132.6492,16.2918,38.40035
AGK,4.52E-06,10,887,3.65E-06,0.41721,0.015643,5,53.72973,97.89189,0.824324,107.4984,10.4623,41.92018
AGL,0.000157151,47,595,2.51E-06,0.39562,0.008860483,5,44.18919,94.78378,0.9116691,128.082,14.40656,36.15545
AGMAT,1.28E-05,14,162,1.70E-06,0.475445,0.03066174,12,45.94595,89.59459,0.8506472,69.96066,2.678689,50.26395
AGO1,6.60E-05,39,273,1.86E-06,0.43411,0.01218639,13,51.08108,97.56757,0.9047044,125.6262,15.39672,51.96065
AGO2,0.00121499,87,238,2.75E-06,0.501425,0.04551578,4,53,92.45946,0.8644964,117.5705,12.83279,56.86808
AGO3,0.000192892,67,282,1.92E-06,0.41432,0.02503699,12,44.81081,94.2973,0.9049061,115.6426,12.16721,40.84968
AGO4,0.000382976,69,273,1.86E-06,0.442425,0.01850691,13,49.2973,97.81081,0.9205542,145.0721,19.8459,41.98339
AGPAT1,1.82E-05,8,392,2.46E-06,0.51762,0.02761448,64,49.45946,96.21622,0.909123,128.3541,14.51148,58.00494
AGPAT2,1.45E-06,7,190,2.84E-06,0.59041,0.05594433,19,40.67568,73.10811,0.8507673,67.26885,3.970492,64.19887
AGPAT3,2.42E-05,9,294,2.61E-06,0.52659,0.0665661,11,41.56757,89.21622,0.8190601,126.7803,15.9082,55.88319
AGPAT4,5.53E-06,4,874,3.94E-06,0.42516,-0.004901873,5,52.08108,94.7027,0.8077832,87.65902,7.498361,53.86212
AGPAT5,6.89E-06,4,475,4.81E-06,0.428945,0.03189168,3,41.21622,86.40541,0.6275114,69.68852,4.67541,40.13299
AGPAT6,1.68E-05,6,496,3.09E-06,0.43871,0.02963922,5,53.43243,98.86486,0.8760509,145.8361,21.59672,49.17988
AGPAT9,1.05E-05,4,436,3.03E-06,0.40752,0.02127273,12,45.62162,90.16216,0.8611139,141.4492,20.6459,42.36361
AGPS,2.67E-05,20,434,2.51E-06,0.38272,0.02616732,3,41.7027,82.89189,0.846289,103.9574,8.852459,33.46483
AGR2,7.50E-05,20,385,2.46E-06,0.39798,-0.006877245,7,54.91892,98.18919,0.8661143,82.21311,3.672131,41.22789
AGR3,0.000111178,10,376,2.42E-06,0.383375,-0.01487312,7,48.51351,94.13514,0.4342422,112.5574,11.05574,34.4185
AGRN,9.33E-06,10,239,4.48E-06,0.61741,0.01491109,11,34.13514,59.2973,0.9376999,54.34426,3.760656,64.91247
AGRP,0,1,153,1.58E-06,0.52401,0.04856182,41,47.51351,94.21622,0.9251245,111,11.13443,59.99735
AGT,5.50E-05,11,568,3.02E-06,0.42991,0.00627829,5,50.83784,95.56757,0.9408574,137.9115,18.81311,57.13485
AGTPBP1,8.89E-06,10,613,2.96E-06,0.3890733,0.009412532,2,43.83784,88.81081,0.8982808,103.177,8.609836,34.96267
AGTR1,0.000160484,29,825,4.81E-06,0.36261,-0.02381669,1,66.94595,99.32432,0.9725307,153.8197,21.60328,39.72306
AGTR2,6.84E-06,5,,3.32E-06,0.36106,0.006695634,5,32.64865,84.32432,0.9911543,170.4885,29.16066,40.80312
AGTRAP,0.000734034,72,187,2.07E-06,0.532265,0.03595755,17,44,82.83784,0.79169,124.8918,22.36066,58.40087
AGXT,1.03E-06,4,297,2.55E-06,0.55241,0.02994932,17,43.62162,81.94595,0.8632259,75.80656,5.163934,61.9928
AGXT2,1.18E-07,2,675,4.13E-06,0.404465,0.02260569,7,65.2973,99.08108,0.8533865,131.7016,17.71803,45.00429
AHCTF1,4.12E-05,15,405,3.11E-06,0.42591,0.004111425,5,50.59459,95.62162,0.9331471,128.4393,16.88525,36.72505
AHCY,0.000191894,66,151,2.26E-06,0.43841,0.04963787,14,51.54054,94.2973,0.9101821,120.5279,16.03607,58.00803
AHCYL1,0.000663907,139,373,1.80E-06,0.44894,0.02916888,27,50.27027,95.67568,0.8616226,126.3836,15.4918,44.41715
AHCYL2,2.12E-05,25,420,2.10E-06,0.4241933,0.04445138,17,50.56757,91.18919,0.7076002,122.2066,15.05902,43.6943
AHDC1,3.12E-05,10,217,1.57E-06,0.506195,0.02515438,22,38.72973,64.40541,0.9632497,100.0885,10.84918,64.12535
AHI1,5.28E-07,3,422,2.29E-06,0.3766233,0.02878187,4,49,95.64865,0.870533,95.96066,14.26557,36.34648
AHNAK,0.000129448,66,204,2.52E-06,0.498065,0.04936242,20,59.13514,99.08108,0.9942415,307.1803,66.18689,48.01253
AHNAK2,1.39E-05,9,205,3.50E-06,0.5622,0.03028814,15,43.24324,84.67568,0.9954784,275.7738,60.1377,58.80005
AHR,2.42E-05,37,410,2.43E-06,0.36131,0.002437627,8,51.7027,93.54054,0.933293,139.9869,17.61311,38.6723
AHRR,2.60E-07,5,399,6.26E-06,0.519265,0.03429764,14,52.64865,87.81081,0.4871989,73.7082,4.245902,57.03813
AHSA1,0.000134013,65,359,2.28E-06,0.4362,0.04735502,17,51.62162,95.7027,0.8723325,117.1377,12.84262,46.86399
AHSA2,9.22E-07,2,371,2.34E-06,0.42032,0.03577775,9,63.27027,99.08108,0.8909223,121.3016,12.00984,40.17557
AHSG,0.000131565,16,436,2.59E-06,0.41941,0.04511263,10,63.51351,98.16216,0.89963,141.1902,19.36393,56.33673
AHSP,1.20E-06,6,688,4.58E-06,0.50414,-0.01655581,38,50.56757,99.2973,0.8428254,97.96066,6.82623,50.65233
AICDA,0.000233752,55,422,5.43E-06,0.40186,0.0149289,19,53.02703,96.67568,0.881931,108.6885,12.21639,46.92678
AIDA,2.22E-05,12,392,3.96E-06,0.38708,0.001234602,6,48.43243,92.81081,0.8699234,109.0787,11.56721,33.02575
AIF1,2.05E-06,3,220,2.33E-06,0.48286,0.03488692,38,51.21622,98.43243,0.8828788,84.99672,4.662295,51.73695
AIF1L,6.55E-06,5,293,2.55E-06,0.536,0.03631833,9,43.54054,83.2973,0.8128133,127.5967,20.31803,52.03023
AIFM1,0.000287254,69,,2.72E-06,0.5093,0.05799554,10,32.43243,81.43243,0.8965858,160.2754,25.57705,44.9751
AIFM2,0,2,425,1.84E-06,0.41629,0.02517569,12,46.40541,92.24324,0.8545659,101.518,9.370492,57.00445
